cluster_id,center_lat,center_lng,radius_m,radius_km,start_date,end_date,start_year,start_month,end_year,end_month,duration_days,duration_weeks,observed_cases,expected_cases,excess_cases,obs_exp_ratio,llr,p_value,is_high_rate,is_hierarchical,is_gini,slider_value,n_case_points,cases_centroid_lat,cases_centroid_lng,center_to_case_centroid_km,cases_bbox_lat_min,cases_bbox_lat_max,cases_bbox_lng_min,cases_bbox_lng_max,cases_bbox_lat_span_km,cases_bbox_lng_span_km
83,32.742864,-117.182472,65.169876,0.06517,2023/7/5,2023/7/18,2023,7,2023,7,13,1.86,40,1.68,38.32,23.88,88.6038,0.01,True,True,False,0.01,108,32.742674,-117.18239,0.0225,32.742313,32.743268,-117.1829,-117.181831,0.1062,0.1
84,32.714353,-117.158212,26.120371,0.02612,2022/8/24,2023/2/21,2022,8,2023,2,181,25.86,311,131.59,179.41,2.36,88.223262,0.01,True,True,False,0.01,937,32.714311,-117.158289,0.0086,32.714121,32.714575,-117.158486,-117.158107,0.0505,0.0355
85,32.716309,-117.156379,43.64671,0.04365,2024/8/28,2024/12/3,2024,8,2024,12,97,13.86,92,15.37,76.63,5.99,88.018763,0.01,True,True,False,0.01,160,32.716399,-117.156453,0.0121,32.71594,32.716701,-117.156692,-117.15604,0.0846,0.061
86,32.74862,-117.123384,31.104936,0.0311,2022/8/3,2022/8/30,2022,8,2022,8,27,3.86,50,3.43,46.57,14.58,87.42252,0.01,True,True,False,0.01,117,32.748648,-117.12321,0.0166,32.748391,32.748883,-117.123672,-117.123058,0.0547,0.0574
87,32.711668,-117.14978,24.090118,0.02409,2023/12/20,2024/4/9,2023,12,2024,4,111,15.86,92,15.9,76.1,5.79,85.431112,0.01,True,True,False,0.01,140,32.711613,-117.149796,0.0063,32.711457,32.711801,-117.150036,-117.149555,0.0383,0.045
88,32.917026,-117.116141,86.913035,0.08691,2023/11/29,2024/1/9,2023,11,2024,1,41,5.86,47,3.02,43.98,15.55,85.005898,0.01,True,True,False,0.01,78,32.91692,-117.116668,0.0506,32.916635,32.917491,-117.117064,-117.115287,0.0952,0.1659
89,32.900266,-117.176013,249.544374,0.24954,2022/7/13,2022/8/2,2022,7,2022,8,20,2.86,30,0.67,29.33,45.07,84.915139,0.01,True,True,False,0.01,22,32.899838,-117.176349,0.057,32.898512,32.900678,-117.177851,-117.175645,0.2408,0.206
90,32.76105,-117.067847,214.049143,0.21405,2022/8/24,2022/10/4,2022,8,2022,10,41,5.86,141,36.97,104.03,3.81,84.771626,0.01,True,True,False,0.01,932,32.76077,-117.067306,0.0594,32.75961,32.762651,-117.069891,-117.065948,0.3381,0.3687
91,32.749683,-117.122571,76.723255,0.07672,2024/2/14,2024/5/7,2024,2,2024,5,83,11.86,187,60.48,126.52,3.09,84.639719,0.01,True,True,False,0.01,651,32.749632,-117.122366,0.02,32.749066,32.750372,-117.123359,-117.121856,0.1452,0.1406
92,32.747282,-117.253638,110.46211,0.11046,2023/6/21,2024/2/13,2023,6,2024,2,237,33.86,261,103.51,157.49,2.52,84.013188,0.01,True,True,False,0.01,346,32.747233,-117.25353,0.0115,32.746609,32.748109,-117.254569,-117.252478,0.1668,0.1956
93,32.790049,-117.20782,184.59356,0.18459,2024/7/24,2024/10/1,2024,7,2024,10,69,9.86,69,8.5,60.5,8.12,84.008545,0.01,True,True,False,0.01,140,32.79023,-117.20743,0.0417,32.788467,32.791487,-117.209661,-117.205869,0.3358,0.3545
94,32.706427,-117.152475,32.051006,0.03205,2023/12/27,2024/3/12,2023,12,2024,3,76,10.86,62,6.64,55.36,9.34,83.166779,0.01,True,True,False,0.01,77,32.706362,-117.152469,0.0073,32.706172,32.706519,-117.152816,-117.152139,0.0386,0.0633
95,32.770024,-117.163184,401.815828,0.40182,2022/11/2,2023/2/7,2022,11,2023,2,97,13.86,120,27.91,92.09,4.3,82.970345,0.01,True,True,False,0.01,411,32.769081,-117.161258,0.2084,32.766436,32.773107,-117.166078,-117.159086,0.7418,0.6537
96,32.767267,-117.213476,470.910688,0.47091,2022/7/6,2022/8/9,2022,7,2022,8,34,4.86,72,9.59,62.41,7.5,82.729244,0.01,True,True,False,0.01,284,32.767697,-117.212258,0.1235,32.763467,32.771096,-117.217746,-117.208768,0.8483,0.8395
97,32.750022,-117.156221,95.91099,0.09591,2023/5/17,2023/6/13,2023,5,2023,6,27,3.86,77,11.29,65.71,6.82,82.134846,0.01,True,True,False,0.01,345,32.750221,-117.156425,0.0292,32.749211,32.750772,-117.157199,-117.155204,0.1736,0.1866
98,32.720997,-117.165032,130.976795,0.13098,2022/5/25,2022/6/14,2022,5,2022,6,20,2.86,47,3.23,43.77,14.53,82.025783,0.01,True,True,False,0.01,167,32.720801,-117.164928,0.0239,32.719859,32.722097,-117.166324,-117.163634,0.2489,0.2516
99,32.709512,-117.148925,44.667058,0.04467,2023/12/27,2024/4/2,2023,12,2024,4,97,13.86,96,18.21,77.79,5.27,81.812313,0.01,True,True,False,0.01,175,32.709452,-117.148993,0.0092,32.709136,32.709817,-117.149373,-117.148466,0.0757,0.0849
100,32.7492,-117.206626,50.233604,0.05023,2024/2/28,2024/4/2,2024,2,2024,4,34,4.86,40,2.02,37.98,19.79,81.428578,0.01,True,True,False,0.01,61,32.749373,-117.206673,0.0198,32.749075,32.749642,-117.206959,-117.206456,0.063,0.047
101,32.747431,-117.197359,160.192861,0.16019,2023/10/18,2023/10/31,2023,10,2023,10,13,1.86,30,0.75,29.25,39.77,81.254884,0.01,True,True,False,0.01,48,32.746959,-117.197956,0.0766,32.746336,32.747737,-117.198789,-117.195769,0.1558,0.2824
102,32.711191,-117.149957,47.887741,0.04789,2023/3/29,2023/5/2,2023,3,2023,5,34,4.86,115,26.45,88.55,4.35,80.490915,0.01,True,True,False,0.01,824,32.7113,-117.150096,0.0178,32.710787,32.711614,-117.150464,-117.149457,0.092,0.0942
103,32.779629,-117.101358,57.067886,0.05707,2024/1/10,2024/2/20,2024,1,2024,2,41,5.86,56,5.48,50.52,10.21,79.612619,0.01,True,True,False,0.01,110,32.779659,-117.101302,0.0062,32.779128,32.780125,-117.101805,-117.10087,0.1109,0.0874
104,32.716988,-117.157099,64.567035,0.06457,2023/3/15,2023/5/30,2023,3,2023,5,76,10.86,129,33.22,95.78,3.88,79.267762,0.01,True,True,False,0.01,428,32.71696,-117.15677,0.0309,32.716448,32.717513,-117.157745,-117.156412,0.1184,0.1247
105,32.747057,-117.156582,57.751021,0.05775,2022/6/15,2022/9/13,2022,6,2022,9,90,12.86,60,6.58,53.42,9.11,79.183522,0.01,True,True,False,0.01,75,32.746903,-117.156721,0.0215,32.74665,32.747278,-117.157152,-117.156261,0.0698,0.0833
106,32.710621,-117.149632,70.177594,0.07018,2023/9/27,2023/10/31,2023,9,2023,10,34,4.86,154,45.65,108.35,3.37,78.955939,0.01,True,True,False,0.01,1084,32.710644,-117.14969,0.006,32.710008,32.711247,-117.15038,-117.148898,0.1378,0.1387
107,32.775034,-117.158522,450.179885,0.45018,2024/1/31,2024/4/2,2024,1,2024,4,62,8.86,85,15.01,69.99,5.66,77.432525,0.01,True,True,False,0.01,226,32.774576,-117.156245,0.2189,32.771264,32.778854,-117.161301,-117.153715,0.844,0.7092
108,32.733901,-117.161216,257.538575,0.25754,2023/7/26,2023/10/3,2023,7,2023,10,69,9.86,105,23.06,81.94,4.55,77.253576,0.01,True,True,False,0.01,251,32.734083,-117.160288,0.0891,32.731634,32.736097,-117.163652,-117.158596,0.4963,0.4729
109,32.752512,-117.064999,73.901071,0.0739,2022/5/11,2022/6/21,2022,5,2022,6,41,5.86,42,2.63,39.37,15.96,76.992783,0.01,True,True,False,0.01,63,32.752395,-117.064907,0.0156,32.751888,32.752949,-117.065445,-117.064368,0.118,0.1007
110,32.749836,-117.098394,243.236865,0.24324,2024/5/22,2024/11/26,2024,5,2024,11,188,26.86,161,50.36,110.64,3.2,76.532753,0.01,True,True,False,0.01,296,32.750234,-117.098806,0.0587,32.747728,32.75181,-117.100985,-117.095809,0.4539,0.4841
111,32.715122,-117.160227,38.638473,0.03864,2024/2/14,2024/4/9,2024,2,2024,4,55,7.86,47,3.7,43.3,12.7,76.15225,0.01,True,True,False,0.01,67,32.7152,-117.160092,0.0153,32.714777,32.715421,-117.160325,-117.15998,0.0716,0.0323
112,32.767898,-117.199707,62.492447,0.06249,2022/10/19,2022/12/6,2022,10,2022,12,48,6.86,38,2.0,36.0,18.99,75.879648,0.01,True,True,False,0.01,48,32.767735,-117.199554,0.0232,32.767464,32.768439,-117.199973,-117.199162,0.1084,0.0758
113,32.774778,-117.149722,252.014248,0.25201,2022/1/19,2022/3/29,2022,1,2022,3,69,9.86,51,4.74,46.26,10.75,74.887806,0.01,True,True,False,0.01,75,32.774177,-117.149389,0.0738,32.772614,32.776001,-117.151912,-117.147045,0.3766,0.455
114,32.747125,-117.125797,402.550915,0.40255,2022/2/23,2022/4/26,2022,2,2022,4,62,8.86,160,50.65,109.35,3.16,74.730917,0.01,True,True,False,0.01,941,32.748621,-117.124156,0.2263,32.744307,32.750599,-117.130038,-117.121504,0.6996,0.7981
115,32.759036,-117.129578,364.774526,0.36477,2024/5/8,2024/8/13,2024,5,2024,8,97,13.86,141,40.84,100.16,3.45,74.591155,0.01,True,True,False,0.01,420,32.758251,-117.127088,0.2486,32.755889,32.761918,-117.133184,-117.125739,0.6704,0.6962
116,32.76254,-117.109505,76.824152,0.07682,2023/4/19,2023/7/11,2023,4,2023,7,83,11.86,60,7.2,52.8,8.34,74.460144,0.01,True,True,False,0.01,78,32.762371,-117.109813,0.0344,32.761854,32.76322,-117.110279,-117.108788,0.1519,0.1394
117,32.749644,-117.120617,46.73356,0.04673,2023/3/29,2023/4/18,2023,3,2023,4,20,2.86,25,0.51,24.49,49.48,73.047432,0.01,True,True,False,0.01,31,32.749737,-117.120646,0.0108,32.749313,32.750045,-117.120997,-117.120461,0.0814,0.0501
118,32.72619,-117.166948,54.209075,0.05421,2023/2/1,2023/11/7,2023,2,2023,11,279,39.86,304,139.55,164.45,2.18,72.366819,0.01,True,True,False,0.01,459,32.726025,-117.167011,0.0193,32.725754,32.726478,-117.167525,-117.16639,0.0805,0.1062
119,32.732135,-117.166769,442.949465,0.44295,2024/3/20,2024/5/7,2024,3,2024,5,48,6.86,73,11.82,61.18,6.18,71.749465,0.01,True,True,False,0.01,259,32.731001,-117.169364,0.2735,32.728347,32.735392,-117.171435,-117.163112,0.7834,0.7785
120,32.758762,-117.074148,12.375245,0.01238,2024/1/3,2024/3/12,2024,1,2024,3,69,9.86,51,5.1,45.9,9.99,71.503661,0.01,True,True,False,0.01,62,32.758724,-117.074119,0.005,32.758676,32.75877,-117.074242,-117.074022,0.0105,0.0206
121,32.744268,-117.160324,195.295785,0.1953,2023/8/2,2023/10/10,2023,8,2023,10,69,9.86,98,21.78,76.22,4.5,71.185851,0.01,True,True,False,0.01,236,32.744894,-117.160109,0.0725,32.742727,32.746017,-117.162248,-117.158395,0.3658,0.3604
122,32.757626,-117.092959,69.386274,0.06939,2023/8/2,2023/10/31,2023,8,2023,10,90,12.86,68,10.21,57.79,6.66,71.173079,0.01,True,True,False,0.01,80,32.757385,-117.092872,0.028,32.757006,32.758158,-117.093196,-117.0923,0.1281,0.0838
123,32.70834,-117.152932,82.553339,0.08255,2022/12/14,2023/2/28,2022,12,2023,2,76,10.86,147,45.4,101.6,3.24,71.164171,0.01,True,True,False,0.01,849,32.708298,-117.152996,0.0076,32.707659,32.709017,-117.15379,-117.152053,0.151,0.1625
124,32.712553,-117.155082,12.537571,0.01254,2023/3/29,2023/5/16,2023,3,2023,5,48,6.86,48,4.44,43.56,10.82,70.742356,0.01,True,True,False,0.01,93,32.712544,-117.155085,0.0011,32.712476,32.712654,-117.155212,-117.15495,0.0198,0.0245
125,32.710705,-117.147041,207.647155,0.20765,2023/7/12,2023/9/5,2023,7,2023,9,55,7.86,205,78.27,126.73,2.62,70.732346,0.01,True,True,False,0.01,1091,32.710651,-117.147963,0.0865,32.708943,32.712547,-117.149246,-117.145149,0.4007,0.3833
126,32.754336,-117.136885,247.256313,0.24726,2022/5/18,2022/8/23,2022,5,2022,8,97,13.86,66,9.73,56.27,6.78,70.086242,0.01,True,True,False,0.01,91,32.754927,-117.135435,0.1506,32.752409,32.756511,-117.139227,-117.13437,0.4561,0.4542
127,32.71677,-117.155974,23.284812,0.02328,2023/8/16,2023/10/3,2023,8,2023,10,48,6.86,90,18.8,71.2,4.79,69.739675,0.01,True,True,False,0.01,296,32.716763,-117.155983,0.0011,32.716563,32.716979,-117.156221,-117.155733,0.0463,0.0457
128,32.736719,-117.118894,19.484671,0.01948,2024/6/12,2024/6/25,2024,6,2024,6,13,1.86,21,0.29,20.71,71.45,68.943776,0.01,True,True,False,0.01,26,32.736712,-117.118903,0.0011,32.736582,32.736892,-117.119005,-117.118801,0.0345,0.0191
129,32.917839,-117.119237,98.840093,0.09884,2022/4/13,2022/5/31,2022,4,2022,5,48,6.86,46,4.14,41.86,11.11,68.915194,0.01,True,True,False,0.01,76,32.917513,-117.118912,0.0473,32.917011,32.918127,-117.120094,-117.118202,0.1241,0.1766
130,32.804795,-117.156191,441.445024,0.44145,2024/3/13,2024/12/10,2024,3,2024,12,272,38.86,125,35.18,89.82,3.55,68.701937,0.01,True,True,False,0.01,151,32.802229,-117.156816,0.2913,32.800986,32.808276,-117.158062,-117.1539,0.8106,0.389
131,32.713763,-117.151402,123.891734,0.12389,2023/12/13,2024/2/13,2023,12,2024,2,62,8.86,129,37.26,91.74,3.46,68.49135,0.01,True,True,False,0.01,579,32.713612,-117.150885,0.0512,32.712688,32.714834,-117.152549,-117.150086,0.2386,0.2304
132,32.76306,-117.067275,279.977845,0.27998,2022/1/26,2022/3/8,2022,1,2022,3,41,5.86,94,21.03,72.97,4.47,67.815407,0.01,True,True,False,0.01,626,32.761769,-117.066739,0.152,32.76055,32.764932,-117.069952,-117.064306,0.4873,0.5279
133,32.710783,-117.158402,79.648678,0.07965,2024/2/21,2024/6/11,2024,2,2024,6,111,15.86,246,105.59,140.41,2.33,67.73366,0.01,True,True,False,0.01,972,32.710664,-117.158345,0.0143,32.710102,32.711469,-117.159196,-117.157573,0.152,0.1518
134,32.736553,-117.079266,77.247226,0.07725,2023/9/27,2023/10/10,2023,9,2023,10,13,1.86,23,0.46,22.54,50.24,67.547445,0.01,True,True,False,0.01,21,32.736704,-117.079344,0.0183,32.735944,32.737236,-117.079701,-117.078996,0.1437,0.0659
135,32.728411,-117.226161,36.103105,0.0361,2022/5/18,2022/5/31,2022,5,2022,5,13,1.86,22,0.39,21.61,56.06,66.976985,0.01,True,True,False,0.01,30,32.728391,-117.226187,0.0033,32.728236,32.728616,-117.226365,-117.225862,0.0423,0.0471
136,32.791291,-117.255433,486.9394,0.48694,2024/7/3,2024/10/1,2024,7,2024,10,90,12.86,151,49.61,101.39,3.04,66.730012,0.01,True,True,False,0.01,609,32.792559,-117.255245,0.1421,32.786994,32.795656,-117.25683,-117.250306,0.9632,0.6098
137,32.719488,-117.136713,348.299989,0.3483,2024/10/9,2024/11/26,2024,10,2024,11,48,6.86,41,3.24,37.76,12.66,66.321459,0.01,True,True,False,0.01,86,32.719612,-117.135932,0.0744,32.716501,32.721955,-117.140371,-117.133203,0.6065,0.6706
138,32.757627,-117.087016,174.269213,0.17427,2022/2/16,2022/7/12,2022,2,2022,7,146,20.86,63,9.4,53.6,6.71,66.293018,0.01,True,True,False,0.01,71,32.75724,-117.0868,0.0475,32.756557,32.759188,-117.088538,-117.08556,0.2926,0.2785
139,32.714466,-117.170962,62.10659,0.06211,2022/7/20,2022/8/2,2022,7,2022,8,13,1.86,32,1.56,30.44,20.45,66.14627,0.01,True,True,False,0.01,109,32.714192,-117.170899,0.031,32.713911,32.714676,-117.171234,-117.170311,0.0851,0.0864
140,32.758904,-117.126882,143.251009,0.14325,2022/8/17,2022/10/4,2022,8,2022,10,48,6.86,40,3.1,36.9,12.9,65.406212,0.01,True,True,False,0.01,68,32.758419,-117.126652,0.0581,32.75768,32.760048,-117.127274,-117.125499,0.2633,0.166
141,32.763108,-117.110963,18.317267,0.01832,2024/6/26,2024/7/30,2024,6,2024,7,34,4.86,40,3.12,36.88,12.83,65.190472,0.01,True,True,False,0.01,94,32.763073,-117.110981,0.0043,32.762952,32.763222,-117.111141,-117.110822,0.03,0.0298
142,32.747997,-117.120779,96.149626,0.09615,2024/4/24,2024/8/27,2024,4,2024,8,125,17.86,57,7.65,49.35,7.46,65.163652,0.01,True,True,False,0.01,65,32.748064,-117.12082,0.0083,32.747336,32.748839,-117.121616,-117.119802,0.1671,0.1696
143,32.70981,-117.16163,115.544485,0.11554,2022/8/10,2022/9/20,2022,8,2022,9,41,5.86,38,2.72,35.28,13.97,64.932099,0.01,True,True,False,0.01,70,32.709942,-117.16121,0.042,32.708877,32.710744,-117.162802,-117.160439,0.2076,0.2211
144,32.713945,-117.158079,24.604627,0.0246,2022/3/2,2022/6/14,2022,3,2022,6,104,14.86,173,63.17,109.83,2.74,64.521107,0.01,True,True,False,0.01,669,32.713903,-117.158252,0.0168,32.713725,32.714145,-117.158339,-117.157875,0.0467,0.0434
145,32.712152,-117.168286,89.402581,0.0894,2024/7/3,2024/7/9,2024,7,2024,7,6,0.86,19,0.24,18.76,79.67,64.421208,0.01,True,True,False,0.01,40,32.712463,-117.168147,0.0369,32.711394,32.712894,-117.168847,-117.167717,0.1668,0.1057
146,32.746412,-117.249593,117.421888,0.11742,2024/7/10,2024/7/16,2024,7,2024,7,6,0.86,27,0.95,26.05,28.45,64.35452,0.01,True,True,False,0.01,142,32.746868,-117.249624,0.0508,32.745528,32.74744,-117.250788,-117.2487,0.2126,0.1953
147,32.816084,-117.157944,173.166012,0.17317,2024/8/7,2024/10/22,2024,8,2024,10,76,10.86,39,2.99,36.01,13.05,64.185254,0.01,True,True,False,0.01,44,32.816919,-117.158103,0.094,32.815477,32.817543,-117.159458,-117.156557,0.2297,0.2711
148,32.749656,-117.105102,183.725891,0.18373,2022/2/16,2022/4/26,2022,2,2022,4,69,9.86,55,7.18,47.82,7.66,64.173192,0.01,True,True,False,0.01,124,32.749757,-117.105778,0.0642,32.748091,32.751247,-117.106934,-117.103159,0.3509,0.353
149,32.714672,-117.154419,59.419093,0.05942,2023/10/25,2023/11/28,2023,10,2023,11,34,4.86,88,19.52,68.48,4.51,64.06717,0.01,True,True,False,0.01,367,32.714709,-117.154303,0.0117,32.714169,32.715202,-117.155047,-117.153786,0.1149,0.118
150,32.755182,-117.212308,381.29342,0.38129,2022/9/14,2023/2/28,2022,9,2023,2,167,23.86,165,58.86,106.14,2.8,63.991615,0.01,True,True,False,0.01,353,32.75712,-117.212891,0.2223,32.752631,32.758462,-117.215891,-117.208392,0.6484,0.7013
151,32.745011,-117.23705,458.367865,0.45837,2022/12/14,2023/1/17,2022,12,2023,1,34,4.86,41,3.47,37.53,11.83,63.7531,0.01,True,True,False,0.01,171,32.746713,-117.234755,0.2862,32.742142,32.748916,-117.241722,-117.232387,0.7532,0.8731
152,32.715379,-117.154011,24.533179,0.02453,2022/10/19,2023/3/14,2022,10,2023,3,146,20.86,104,26.88,77.12,3.87,63.627613,0.01,True,True,False,0.01,249,32.715378,-117.153842,0.0158,32.715164,32.715577,-117.154221,-117.153752,0.0459,0.0439
153,32.714505,-117.154633,23.365457,0.02337,2022/6/15,2022/8/23,2022,6,2022,8,69,9.86,43,3.95,39.05,10.88,63.610053,0.01,True,True,False,0.01,59,32.714522,-117.154607,0.0031,32.714324,32.714708,-117.154787,-117.154478,0.0427,0.0289
154,32.715256,-117.154863,9.634879,0.00963,2024/5/8,2024/9/3,2024,5,2024,9,118,16.86,67,11.31,55.69,5.92,63.501282,0.01,True,True,False,0.01,104,32.715236,-117.154835,0.0035,32.715171,32.715325,-117.15489,-117.154781,0.0171,0.0102
155,32.762682,-117.143004,171.753289,0.17175,2023/8/23,2023/12/19,2023,8,2023,12,118,16.86,69,12.05,56.95,5.73,63.463161,0.01,True,True,False,0.01,81,32.76294,-117.143557,0.0591,32.762044,32.763625,-117.144815,-117.142355,0.1758,0.23
156,32.766215,-117.163023,83.812434,0.08381,2024/3/13,2024/5/14,2024,3,2024,5,62,8.86,73,13.75,59.25,5.31,62.638614,0.01,True,True,False,0.01,233,32.766235,-117.162887,0.0129,32.765593,32.766864,-117.163725,-117.162185,0.1413,0.144
157,32.702984,-117.150303,210.328606,0.21033,2022/5/18,2023/2/28,2022,5,2023,2,286,40.86,180,68.88,111.12,2.61,61.845218,0.01,True,True,False,0.01,242,32.703783,-117.149638,0.1084,32.70129,32.704774,-117.151835,-117.148252,0.3874,0.3353
158,32.756232,-117.250046,158.968869,0.15897,2024/7/17,2024/7/23,2024,7,2024,7,6,0.86,29,1.34,27.66,21.69,61.56285,0.01,True,True,False,0.01,182,32.755492,-117.250109,0.0825,32.754838,32.75655,-117.251711,-117.248359,0.1904,0.3135
159,32.768558,-117.156679,167.894338,0.16789,2024/6/26,2024/7/16,2024,6,2024,7,20,2.86,26,0.93,25.07,27.88,61.457014,0.01,True,True,False,0.01,51,32.768552,-117.156259,0.0393,32.767143,32.769963,-117.158204,-117.155075,0.3136,0.2926
160,32.752542,-117.239827,46.948709,0.04695,2024/1/24,2024/5/14,2024,1,2024,5,111,15.86,56,7.92,48.08,7.07,61.454704,0.01,True,True,False,0.01,70,32.752572,-117.239665,0.0155,32.752317,32.752808,-117.240198,-117.239332,0.0546,0.081
161,32.765037,-117.060748,38.018825,0.03802,2023/9/13,2023/9/19,2023,9,2023,9,6,0.86,25,0.82,24.18,30.48,61.249156,0.01,True,True,False,0.01,87,32.764996,-117.06059,0.0154,32.764725,32.765309,-117.06098,-117.060355,0.0649,0.0584
162,32.834622,-117.180881,299.660875,0.29966,2022/6/1,2022/8/16,2022,6,2022,8,76,10.86,47,5.26,41.74,8.93,61.16408,0.01,True,True,False,0.01,70,32.834395,-117.182931,0.1931,32.832722,32.836395,-117.184083,-117.178626,0.4084,0.5098
163,32.748929,-117.208067,128.81119,0.12881,2023/8/23,2023/11/14,2023,8,2023,11,83,11.86,106,28.72,77.28,3.69,61.160706,0.01,True,True,False,0.01,249,32.749501,-117.207998,0.0639,32.747972,32.750059,-117.209001,-117.206752,0.2321,0.2103
164,32.706279,-117.146714,136.364497,0.13636,2022/9/21,2022/10/18,2022,9,2022,10,27,3.86,55,7.7,47.3,7.14,60.84957,0.01,True,True,False,0.01,281,32.7067,-117.146849,0.0485,32.705055,32.707499,-117.148099,-117.145437,0.2718,0.2491
165,32.713846,-117.158229,13.44096,0.01344,2022/11/2,2023/2/28,2022,11,2023,2,118,16.86,152,53.26,98.74,2.85,60.709869,0.01,True,True,False,0.01,645,32.713851,-117.158259,0.0028,32.713726,32.713963,-117.158361,-117.158113,0.0264,0.0232
166,32.741682,-117.181501,114.590551,0.11459,2022/11/9,2023/1/10,2022,11,2023,1,62,8.86,34,2.25,31.75,15.12,60.592847,0.01,True,True,False,0.01,59,32.742096,-117.181668,0.0486,32.740738,32.742695,-117.182474,-117.180307,0.2176,0.2027
167,32.710586,-117.158108,44.982454,0.04498,2023/3/1,2023/3/28,2023,3,2023,3,27,3.86,66,11.67,54.33,5.66,60.049897,0.01,True,True,False,0.01,533,32.710592,-117.158255,0.0137,32.710244,32.710979,-117.158573,-117.157638,0.0817,0.0875
168,32.762445,-117.160603,63.632194,0.06363,2023/6/28,2023/7/18,2023,6,2023,7,20,2.86,21,0.46,20.54,45.79,59.76599,0.01,True,True,False,0.01,21,32.762408,-117.160488,0.0115,32.761974,32.762741,-117.160668,-117.160042,0.0853,0.0585
169,32.70775,-117.149483,31.620758,0.03162,2023/11/8,2023/12/12,2023,11,2023,12,34,4.86,35,2.54,32.46,13.76,59.301711,0.01,True,True,False,0.01,60,32.707663,-117.149413,0.0117,32.707472,32.708026,-117.149613,-117.149192,0.0616,0.0394
170,32.844215,-117.198688,491.372061,0.49137,2022/1/26,2022/3/15,2022,1,2022,3,48,6.86,28,1.31,26.69,21.41,59.096196,0.01,True,True,False,0.01,33,32.842846,-117.198101,0.1618,32.840185,32.847016,-117.202748,-117.196577,0.7596,0.5765
171,32.717768,-117.15658,4.045616,0.00405,2023/5/17,2023/5/23,2023,5,2023,5,6,0.86,18,0.26,17.74,68.41,58.324873,0.01,True,True,False,0.01,29,32.717776,-117.15657,0.0013,32.717744,32.717799,-117.156617,-117.156542,0.0061,0.007
172,32.711064,-117.14952,61.393695,0.06139,2022/9/21,2022/10/4,2022,9,2022,10,13,1.86,58,9.19,48.81,6.31,58.04587,0.01,True,True,False,0.01,700,32.711021,-117.149556,0.0058,32.71052,32.711606,-117.150161,-117.148909,0.1208,0.1171
173,32.746983,-117.158149,49.78774,0.04979,2023/3/29,2023/4/18,2023,3,2023,4,20,2.86,23,0.7,22.3,32.82,57.995718,0.01,True,True,False,0.01,42,32.747026,-117.158059,0.0097,32.746658,32.747325,-117.158681,-117.157641,0.0742,0.0973
174,32.753399,-117.12599,238.698246,0.2387,2022/3/30,2022/5/24,2022,3,2022,5,55,7.86,106,30.09,75.91,3.52,57.593883,0.01,True,True,False,0.01,604,32.753734,-117.12485,0.1129,32.751554,32.755534,-117.127301,-117.123442,0.4426,0.3609
175,32.72084,-117.161768,65.964721,0.06596,2022/4/13,2022/5/31,2022,4,2022,5,48,6.86,77,16.73,60.27,4.6,57.300961,0.01,True,True,False,0.01,391,32.720677,-117.161961,0.0256,32.720263,32.721427,-117.162454,-117.161093,0.1294,0.1273
176,32.714216,-117.153778,27.544892,0.02754,2022/9/21,2022/11/29,2022,9,2022,11,69,9.86,38,3.41,34.59,11.15,57.049626,0.01,True,True,False,0.01,59,32.714238,-117.153838,0.0062,32.713976,32.714453,-117.153962,-117.15361,0.053,0.0329
177,32.748304,-117.155105,176.238253,0.17624,2022/4/6,2022/5/24,2022,4,2022,5,48,6.86,58,9.45,48.55,6.14,56.714558,0.01,True,True,False,0.01,209,32.748304,-117.15456,0.0509,32.747068,32.749881,-117.156607,-117.153227,0.3128,0.3161
178,32.716373,-117.154944,35.961743,0.03596,2024/6/12,2024/9/10,2024,6,2024,9,90,12.86,58,9.49,48.51,6.11,56.478661,0.01,True,True,False,0.01,114,32.716271,-117.154877,0.0129,32.716063,32.71668,-117.15532,-117.154621,0.0686,0.0654
179,32.716915,-117.155118,40.086582,0.04009,2023/4/19,2023/11/14,2023,4,2023,11,209,29.86,166,64.09,101.91,2.59,56.122411,0.01,True,True,False,0.01,221,32.716876,-117.155241,0.0123,32.716608,32.717223,-117.155545,-117.154716,0.0684,0.0776
180,32.766146,-117.163246,167.010448,0.16701,2022/1/1,2022/9/6,2022,1,2022,9,248,35.43,177,70.91,106.09,2.5,55.875829,0.01,True,True,False,0.01,322,32.766257,-117.162874,0.0369,32.765209,32.767575,-117.164905,-117.161547,0.2631,0.314
181,32.748514,-117.199425,181.333532,0.18133,2022/1/1,2022/2/1,2022,1,2022,2,31,4.43,27,1.32,25.68,20.49,55.863274,0.01,True,True,False,0.01,48,32.748303,-117.19995,0.0544,32.747,32.749275,-117.201233,-117.198063,0.253,0.2965
182,32.790218,-117.121624,182.84142,0.18284,2023/8/9,2023/8/22,2023,8,2023,8,13,1.86,19,0.38,18.62,50.22,55.792367,0.01,True,True,False,0.01,20,32.790805,-117.122007,0.0744,32.789466,32.791772,-117.122542,-117.121211,0.2564,0.1244
183,32.817559,-117.054635,148.772498,0.14877,2023/8/2,2023/8/8,2023,8,2023,8,6,0.86,15,0.14,14.86,106.49,55.162651,0.01,True,True,False,0.01,16,32.817403,-117.05448,0.0226,32.817174,32.817559,-117.056224,-117.053992,0.0428,0.2086
