cluster_id,center_lat,center_lng,radius_m,radius_km,start_date,end_date,start_year,start_month,end_year,end_month,duration_days,duration_weeks,observed_cases,expected_cases,excess_cases,obs_exp_ratio,llr,p_value,is_high_rate,is_hierarchical,is_gini,slider_value,n_case_points,cases_centroid_lat,cases_centroid_lng,center_to_case_centroid_km,cases_bbox_lat_min,cases_bbox_lat_max,cases_bbox_lng_min,cases_bbox_lng_max,cases_bbox_lat_span_km,cases_bbox_lng_span_km
451,32.750503,-117.063111,169.55028,0.16955,2022/9/28,2022/11/8,2022,9,2022,11,41,5.86,13,0.58,12.42,22.26,27.919286,0.01,True,True,False,0.01,16,32.750745,-117.063219,0.0287,32.750092,32.751831,-117.063999,-117.062867,0.1934,0.1059
452,32.709202,-117.147215,81.762927,0.08176,2022/7/20,2022/10/25,2022,7,2022,10,97,13.86,55,16.42,38.58,3.35,27.90931,0.01,True,True,False,0.01,182,32.709392,-117.147347,0.0244,32.708616,32.709793,-117.148065,-117.146459,0.1309,0.1503
453,32.773729,-117.110953,581.28154,0.58128,2024/3/6,2024/7/9,2024,3,2024,7,125,17.86,31,5.55,25.45,5.58,27.867705,0.01,True,True,False,0.01,48,32.775386,-117.112007,0.2089,32.768789,32.778274,-117.115176,-117.106051,1.0547,0.8531
454,32.788929,-117.096925,9.144147,0.00914,2024/4/17,2024/4/23,2024,4,2024,4,6,0.86,7,0.049,6.95,144.3,27.852056,0.01,True,True,False,0.01,7,32.78896,-117.09694,0.0037,32.788915,32.789006,-117.09697,-117.096922,0.0101,0.0045
455,32.722957,-117.156022,46.431789,0.04643,2023/4/12,2023/4/25,2023,4,2023,4,13,1.86,11,0.33,10.67,32.96,27.783003,0.01,True,True,False,0.01,25,32.722944,-117.155778,0.0229,32.722629,32.723305,-117.156454,-117.155618,0.0752,0.0782
456,32.713196,-117.144043,62.291072,0.06229,2022/5/4,2022/5/17,2022,5,2022,5,13,1.86,22,2.58,19.42,8.53,27.742377,0.01,True,True,False,0.01,203,32.713128,-117.14406,0.0078,32.712648,32.713753,-117.144589,-117.143658,0.1229,0.0871
457,32.713621,-117.149861,33.474595,0.03347,2023/9/20,2023/10/17,2023,9,2023,10,27,3.86,40,9.29,30.71,4.31,27.699365,0.01,True,True,False,0.01,259,32.713599,-117.149857,0.0025,32.713411,32.713825,-117.150206,-117.149513,0.046,0.0648
458,32.749281,-117.145399,519.752057,0.51975,2024/6/19,2024/8/6,2024,6,2024,8,48,6.86,67,22.98,44.02,2.92,27.682858,0.01,True,True,False,0.01,497,32.750032,-117.143803,0.171,32.744717,32.753949,-117.150791,-117.140004,1.0266,1.0088
459,32.76063,-117.062762,32.383307,0.03238,2024/9/11,2024/10/29,2024,9,2024,10,48,6.86,12,0.46,11.54,26.08,27.594831,0.01,True,True,False,0.01,12,32.760646,-117.062759,0.0018,32.760623,32.760687,-117.062833,-117.062416,0.0071,0.039
460,32.747939,-117.153578,16.016319,0.01602,2023/10/4,2023/10/31,2023,10,2023,10,27,3.86,15,0.94,14.06,16.04,27.560264,0.01,True,True,False,0.01,28,32.747963,-117.153501,0.0077,32.747816,32.748078,-117.153654,-117.153435,0.0291,0.0205
461,32.753115,-117.252479,51.195792,0.0512,2022/2/9,2022/2/15,2022,2,2022,2,6,0.86,11,0.34,10.66,32.18,27.528284,0.01,True,True,False,0.01,61,32.753147,-117.252378,0.0102,32.752669,32.753568,-117.25284,-117.251949,0.1,0.0833
462,32.710719,-117.167879,427.113255,0.42711,2022/3/23,2022/4/12,2022,3,2022,4,20,2.86,53,15.56,37.44,3.41,27.525646,0.01,True,True,False,0.01,836,32.710494,-117.166013,0.1763,32.707084,32.714459,-117.172381,-117.163361,0.8201,0.8439
463,32.749672,-117.09436,16.643313,0.01664,2023/9/27,2023/12/12,2023,9,2023,12,76,10.86,29,4.9,24.1,5.92,27.48659,0.01,True,True,False,0.01,51,32.749745,-117.09439,0.0086,32.749565,32.749819,-117.094448,-117.094322,0.0282,0.0118
